"LineNumber","Kind","Name","TypeDefIndex","Declaration"
"14510","class","SelectBoxBlockData","443","public class SelectBoxBlockData // TypeDefIndex: 443"
"14525","class","MapDataManager.","444","private sealed class MapDataManager.<>c // TypeDefIndex: 444"
"14549","class","MapDataManager.","445","private sealed class MapDataManager.<>c__DisplayClass126_0 // TypeDefIndex: 445"
"14564","class","MapDataManager","446","public class MapDataManager : MonoBehaviourSingleton<MapDataManager> // TypeDefIndex: 446"
"14949","class","UserMemoryCardSaveData","447","public class UserMemoryCardSaveData : UserSaveData // TypeDefIndex: 447"
"14966","class","UserMemoryCardData","448","public class UserMemoryCardData // TypeDefIndex: 448"
"14982","class","UserMemoryGachaStateData","449","public class UserMemoryGachaStateData // TypeDefIndex: 449"
"14997","enum","PurchaseType","450","public enum PurchaseType // TypeDefIndex: 450"
"15007","struct","PurchaseInfo","451","public struct PurchaseInfo // TypeDefIndex: 451"
"15038","class","SavedGachaPoolState","454","public class SavedGachaPoolState // TypeDefIndex: 454"
"15053","struct","MemoryCardManager.WeightedEntry","455","private struct MemoryCardManager.WeightedEntry // TypeDefIndex: 455"
"15063","class","MemoryCardManager.","456","private sealed class MemoryCardManager.<>c // TypeDefIndex: 456"
"15086","class","MemoryCardManager","457","public class MemoryCardManager : MonoBehaviourSingleton<MemoryCardManager> // TypeDefIndex: 457"
"15372","class","UserMiniGameData","458","public class UserMiniGameData : UserSaveData // TypeDefIndex: 458"
"15390","class","UserEventMiniGame","459","public class UserEventMiniGame : UserSaveData // TypeDefIndex: 459"
"15403","class","MiniGameDataManager","460","public class MiniGameDataManager : MonoBehaviourSingleton<MiniGameDataManager> // TypeDefIndex: 460"
"15464","class","UserCustomerSaveData","461","public class UserCustomerSaveData : UserSaveData // TypeDefIndex: 461"
"15478","class","CustomerData","462","public class CustomerData // TypeDefIndex: 462"
"15493","class","CustomerCouponRewardInfo","463","public class CustomerCouponRewardInfo // TypeDefIndex: 463"
"15509","class","NpcSkinSaveData","464","public class NpcSkinSaveData : UserSaveData // TypeDefIndex: 464"
"15523","class","MaidSaveData","465","public class MaidSaveData : UserSaveData // TypeDefIndex: 465"
"15541","class","MaidInfo","466","public class MaidInfo // TypeDefIndex: 466"
"15560","class","MaidGiftInfo","467","public class MaidGiftInfo // TypeDefIndex: 467"
"15574","class","NpcSkinData","468","public class NpcSkinData // TypeDefIndex: 468"
"15605","class","NpcUnlockSaveData","470","public class NpcUnlockSaveData : UserSaveData // TypeDefIndex: 470"
"15620","class","NpcDataManager.","471","private sealed class NpcDataManager.<>c // TypeDefIndex: 471"
"15652","class","NpcDataManager.","472","private sealed class NpcDataManager.<>c__DisplayClass22_0 // TypeDefIndex: 472"
"15668","class","NpcDataManager.","473","private sealed class NpcDataManager.<>c__DisplayClass36_0 // TypeDefIndex: 473"
"15684","class","NpcDataManager.","474","private sealed class NpcDataManager.<>c__DisplayClass36_1 // TypeDefIndex: 474"
"15700","class","NpcDataManager.","475","private sealed class NpcDataManager.<>c__DisplayClass38_0 // TypeDefIndex: 475"
"15716","class","NpcDataManager.","476","private sealed class NpcDataManager.<>c__DisplayClass55_0 // TypeDefIndex: 476"
"15733","class","NpcDataManager","477","public class NpcDataManager : MonoBehaviourSingleton<NpcDataManager> // TypeDefIndex: 477"
"15915","class","UserOutGameData","478","public class UserOutGameData : UserSaveData // TypeDefIndex: 478"
"15944","class","OutGameNeedCurrencyData","479","public class OutGameNeedCurrencyData // TypeDefIndex: 479"
"15957","class","OutGameDataManager","480","public class OutGameDataManager : MonoBehaviourSingleton<OutGameDataManager> // TypeDefIndex: 480"
"16040","class","MaidCoinInfo","481","public class MaidCoinInfo // TypeDefIndex: 481"
"16054","class","MaidCoinSaveData","482","public class MaidCoinSaveData : UserSaveData // TypeDefIndex: 482"
"16084","class","PhotoCardSaveData","484","public class PhotoCardSaveData : UserSaveData // TypeDefIndex: 484"
"16096","class","PhotoCardDataManager","485","public class PhotoCardDataManager : MonoBehaviourSingleton<PhotoCardDataManager> // TypeDefIndex: 485"
"16158","class","RequestItemData","486","public class RequestItemData // TypeDefIndex: 486"
"16174","class","RequestNpcData","487","public class RequestNpcData // TypeDefIndex: 487"
"16188","class","RequestSaveData","488","public class RequestSaveData : UserSaveData // TypeDefIndex: 488"
"16216","class","RequestTotalData","489","public class RequestTotalData // TypeDefIndex: 489"
"16232","class","RequestRewardPointSaveData","490","public class RequestRewardPointSaveData : UserSaveData // TypeDefIndex: 490"
"16245","class","RequestData","491","public class RequestData // TypeDefIndex: 491"
"16274","class","RequestDormitoryData","492","public class RequestDormitoryData // TypeDefIndex: 492"
"16293","class","RequestCompleteSaveData","493","public class RequestCompleteSaveData : UserSaveData // TypeDefIndex: 493"
"16307","class","RequestCompleteData","494","public class RequestCompleteData // TypeDefIndex: 494"
"16321","class","RequestTimeData","495","public class RequestTimeData : UserSaveData // TypeDefIndex: 495"
"16336","class","RequestGroupData","496","public class RequestGroupData // TypeDefIndex: 496"
"16352","class","RequestMainPointData","497","public class RequestMainPointData // TypeDefIndex: 497"
"16372","class","RequestDataManager.","498","private sealed class RequestDataManager.<>c // TypeDefIndex: 498"
"16476","class","RequestDataManager.","499","private sealed class RequestDataManager.<>c__DisplayClass111_0 // TypeDefIndex: 499"
"16505","class","RequestDataManager.","500","private sealed class RequestDataManager.<>c__DisplayClass115_0 // TypeDefIndex: 500"
"16521","class","RequestDataManager.","501","private sealed class RequestDataManager.<>c__DisplayClass30_0 // TypeDefIndex: 501"
"16539","class","RequestDataManager.","502","private sealed class RequestDataManager.<>c__DisplayClass33_0 // TypeDefIndex: 502"
"16555","class","RequestDataManager.","503","private sealed class RequestDataManager.<>c__DisplayClass56_0 // TypeDefIndex: 503"
"16580","class","RequestDataManager.","504","private sealed class RequestDataManager.<>c__DisplayClass56_1 // TypeDefIndex: 504"
"16596","class","RequestDataManager.","505","private sealed class RequestDataManager.<>c__DisplayClass59_0 // TypeDefIndex: 505"
"16613","class","RequestDataManager.","506","private sealed class RequestDataManager.<>c__DisplayClass60_0 // TypeDefIndex: 506"
"16629","class","RequestDataManager.","507","private sealed class RequestDataManager.<>c__DisplayClass60_1 // TypeDefIndex: 507"
"16645","class","RequestDataManager.","508","private sealed class RequestDataManager.<>c__DisplayClass60_2 // TypeDefIndex: 508"
"16661","class","RequestDataManager.","509","private sealed class RequestDataManager.<>c__DisplayClass60_3 // TypeDefIndex: 509"
"16677","class","RequestDataManager.","510","private sealed class RequestDataManager.<>c__DisplayClass60_4 // TypeDefIndex: 510"
"16693","class","RequestDataManager.","511","private sealed class RequestDataManager.<>c__DisplayClass64_0 // TypeDefIndex: 511"
"16726","class","RequestDataManager.","512","private sealed class RequestDataManager.<>c__DisplayClass71_0 // TypeDefIndex: 512"
"16744","class","RequestDataManager.","513","private sealed class RequestDataManager.<>c__DisplayClass97_0 // TypeDefIndex: 513"
"16758","class","RequestDataManager.","514","private sealed class RequestDataManager.<>c__DisplayClass97_1 // TypeDefIndex: 514"
"16775","class","RequestDataManager.","515","private sealed class RequestDataManager.<>c__DisplayClass97_2 // TypeDefIndex: 515"
"16789","class","RequestDataManager.","516","private sealed class RequestDataManager.<>c__DisplayClass97_3 // TypeDefIndex: 516"
"16806","class","RequestDataManager.","517","private sealed class RequestDataManager.<>c__DisplayClass97_4 // TypeDefIndex: 517"
"16820","class","RequestDataManager.","518","private sealed class RequestDataManager.<>c__DisplayClass97_5 // TypeDefIndex: 518"
"16837","class","RequestDataManager.","519","private sealed class RequestDataManager.<>c__DisplayClass97_6 // TypeDefIndex: 519"
"16851","class","RequestDataManager.","520","private sealed class RequestDataManager.<>c__DisplayClass97_7 // TypeDefIndex: 520"
"16868","class","RequestDataManager.","521","private sealed class RequestDataManager.<>c__DisplayClass97_8 // TypeDefIndex: 521"
"16882","class","RequestDataManager.","522","private sealed class RequestDataManager.<>c__DisplayClass97_9 // TypeDefIndex: 522"
"16898","class","RequestDataManager","523","public class RequestDataManager : MonoBehaviourSingleton<RequestDataManager> // TypeDefIndex: 523"
"17281","class","ServerRewardSaveData","524","public class ServerRewardSaveData : UserSaveData // TypeDefIndex: 524"
"17296","class","ServerRewardData","525","public class ServerRewardData // TypeDefIndex: 525"
"17312","class","LocalRewardData","526","public class LocalRewardData // TypeDefIndex: 526"
"17327","class","LocalNoticeRewardSaveData","527","public class LocalNoticeRewardSaveData : UserSaveData // TypeDefIndex: 527"
"17340","class","FriendRewardSaveData","528","public class FriendRewardSaveData : UserSaveData // TypeDefIndex: 528"
"17373","class","CouponRewardSaveData","530","public class CouponRewardSaveData : UserSaveData // TypeDefIndex: 530"
"17386","class","CouponRewardData","531","public class CouponRewardData // TypeDefIndex: 531"
"17400","class","RewardBlockSaveData","532","public class RewardBlockSaveData : UserSaveData // TypeDefIndex: 532"
"17419","class","RewardBlockData","533","public class RewardBlockData // TypeDefIndex: 533"
"17437","class","InGameRewardData","534","public class InGameRewardData // TypeDefIndex: 534"
"17457","class","RewardDataManager.","535","private sealed class RewardDataManager.<>c // TypeDefIndex: 535"
"17545","class","RewardDataManager.","536","private sealed class RewardDataManager.<>c__DisplayClass28_0 // TypeDefIndex: 536"
"17606","class","RewardDataManager","537","public class RewardDataManager : MonoBehaviourSingleton<RewardDataManager> // TypeDefIndex: 537"
"17778","class","UserRouletteData","538","public class UserRouletteData : UserSaveData // TypeDefIndex: 538"
"17827","class","RouletteDataManager.","541","private sealed class RouletteDataManager.<>c // TypeDefIndex: 541"
"17846","class","RouletteDataManager","542","public class RouletteDataManager : MonoBehaviourSingleton<RouletteDataManager> // TypeDefIndex: 542"
"17902","class","SeriouslyMergeData","543","public class SeriouslyMergeData : UserSaveData // TypeDefIndex: 543"
"17927","class","SeriouslyMergeDataManager.","544","private sealed class SeriouslyMergeDataManager.<>c__DisplayClass10_0 // TypeDefIndex: 544"
"17945","class","SeriouslyMergeDataManager.","545","private sealed class SeriouslyMergeDataManager.<>c__DisplayClass14_0 // TypeDefIndex: 545"
"17960","class","SeriouslyMergeDataManager","546","public class SeriouslyMergeDataManager : MonoBehaviourSingleton<SeriouslyMergeDataManager> // TypeDefIndex: 546"
"18038","class","ShopGoldSaveData","547","public class ShopGoldSaveData : UserSaveData // TypeDefIndex: 547"
"18054","class","ShopGoldData","548","public class ShopGoldData // TypeDefIndex: 548"
"18069","class","ShopJewelSaveData","549","public class ShopJewelSaveData : UserSaveData // TypeDefIndex: 549"
"18085","class","ShopMasterHeartSaveData","550","public class ShopMasterHeartSaveData : UserSaveData // TypeDefIndex: 550"
"18101","class","ShopJewelData","551","public class ShopJewelData // TypeDefIndex: 551"
"18116","class","ShopMasterHeartData","552","public class ShopMasterHeartData // TypeDefIndex: 552"
"18131","class","ShopApSaveData","553","public class ShopApSaveData : UserSaveData // TypeDefIndex: 553"
"18145","class","ShopApData","554","public class ShopApData // TypeDefIndex: 554"
"18160","class","ShopBlockSaveData","555","public class ShopBlockSaveData : UserSaveData // TypeDefIndex: 555"
"18174","class","ShopMaidGiftSaveData","556","public class ShopMaidGiftSaveData : UserSaveData // TypeDefIndex: 556"
"18189","class","ShopMemoryTicketSaveData","557","public class ShopMemoryTicketSaveData : UserSaveData // TypeDefIndex: 557"
"18204","class","ShopSkinPackageSaveData","558","public class ShopSkinPackageSaveData : UserSaveData // TypeDefIndex: 558"
"18217","class","ShopBlockData","559","public class ShopBlockData // TypeDefIndex: 559"
"18232","class","ShopMaidGiftData","560","public class ShopMaidGiftData // TypeDefIndex: 560"
"18250","class","ShopMemoryTicketData","561","public class ShopMemoryTicketData // TypeDefIndex: 561"
"18269","class","ShopAddLineSaveData","562","public class ShopAddLineSaveData : UserSaveData // TypeDefIndex: 562"
"18287","enum","ShopRvRemoveSaveData.RvRemoveFreeEventState","563","public enum ShopRvRemoveSaveData.RvRemoveFreeEventState // TypeDefIndex: 563"
"18298","class","ShopRvRemoveSaveData","564","public class ShopRvRemoveSaveData : UserSaveData // TypeDefIndex: 564"
"18318","class","ShopProductBuySaveData","565","public class ShopProductBuySaveData : UserSaveData // TypeDefIndex: 565"
"18332","class","ShopDataManager.ShopAdsRemoveFreeEvent","566","public sealed class ShopDataManager.ShopAdsRemoveFreeEvent : MulticastDelegate // TypeDefIndex: 566"
"18352","class","ShopDataManager.","567","private sealed class ShopDataManager.<>c // TypeDefIndex: 567"
"18376","class","ShopDataManager.","568","private sealed class ShopDataManager.<>c__DisplayClass63_0 // TypeDefIndex: 568"
"18392","class","ShopDataManager.","569","private sealed class ShopDataManager.<>c__DisplayClass64_0 // TypeDefIndex: 569"
"18408","class","ShopDataManager.","570","private sealed class ShopDataManager.<>c__DisplayClass65_0 // TypeDefIndex: 570"
"18424","class","ShopDataManager.","571","private sealed class ShopDataManager.<>c__DisplayClass69_0 // TypeDefIndex: 571"
"18440","class","ShopDataManager.","572","private sealed class ShopDataManager.<>c__DisplayClass74_0 // TypeDefIndex: 572"
"18458","class","ShopDataManager.","573","private sealed class ShopDataManager.<>c__DisplayClass92_0 // TypeDefIndex: 573"
"18474","class","ShopDataManager","574","public class ShopDataManager : MonoBehaviourSingleton<ShopDataManager> // TypeDefIndex: 574"
"18775","class","UserStoryData","575","public class UserStoryData : UserSaveData // TypeDefIndex: 575"
"18805","class","StoryDataManager.","577","private sealed class StoryDataManager.<>c__DisplayClass4_0 // TypeDefIndex: 577"
"18823","class","StoryDataManager","578","public class StoryDataManager : MonoBehaviourSingleton<StoryDataManager> // TypeDefIndex: 578"
"18885","class","StoryTableDataManager","581","public class StoryTableDataManager : MonoBehaviourSingleton<StoryTableDataManager> // TypeDefIndex: 581"
"18968","struct","TableDataManager.ChatSelectData","582","public struct TableDataManager.ChatSelectData // TypeDefIndex: 582"
"18982","class","TableDataManager.","583","private sealed class TableDataManager.<>c // TypeDefIndex: 583"
"19018","class","TableDataManager.","584","private sealed class TableDataManager.<>c__DisplayClass116_0 // TypeDefIndex: 584"
"19034","class","TableDataManager.","585","private sealed class TableDataManager.<>c__DisplayClass117_0 // TypeDefIndex: 585"
"19050","class","TableDataManager.","586","private sealed class TableDataManager.<>c__DisplayClass118_0 // TypeDefIndex: 586"
"19066","class","TableDataManager.","587","private sealed class TableDataManager.<>c__DisplayClass154_0 // TypeDefIndex: 587"
